trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
OCESN8640F157069:2021-02-21T18:50:52Z,18:46:00,18:48:00,StopPoint:OCETGV INOUI-87473108,5,,0,0,
OCESN8640F157069:2021-02-21T18:50:52Z,19:29:00,19:35:00,StopPoint:OCETGV INOUI-87471003,6,,0,0,
OCESN8640F157069:2021-02-21T18:50:52Z,19:59:00,20:02:00,StopPoint:OCETGV INOUI-87478404,7,,0,0,
OCESN8640F157069:2021-02-21T18:50:52Z,21:24:00,21:24:00,StopPoint:OCETGV INOUI-87391003,8,,1,0,
OCESN8640F173152:2021-02-21T18:50:52Z,17:13:00,17:13:00,StopPoint:OCETGV INOUI-87474007,0,,0,1,
OCESN8640F173152:2021-02-21T18:50:52Z,17:43:00,17:46:00,StopPoint:OCETGV INOUI-87474338,1,,0,0,
OCESN8640F173152:2021-02-21T18:50:52Z,18:01:00,18:03:00,StopPoint:OCETGV INOUI-87473181,2,,0,0,
OCESN8640F173152:2021-02-21T18:50:52Z,18:16:00,18:19:00,StopPoint:OCETGV INOUI-87473207,3,,0,0,
OCESN8640F173152:2021-02-21T18:50:52Z,18:33:00,18:36:00,StopPoint:OCETGV INOUI-87473009,4,,0,0,
OCESN8640F173152:2021-02-21T18:50:52Z,18:46:00,18:48:00,StopPoint:OCETGV INOUI-87473108,5,,0,0,
OCESN8640F173152:2021-02-21T18:50:52Z,19:29:00,19:35:00,StopPoint:OCETGV INOUI-87471003,6,,0,0,
OCESN8640F173152:2021-02-21T18:50:52Z,20:00:00,20:03:00,StopPoint:OCETGV INOUI-87478404,7,,0,0,
OCESN8640F173152:2021-02-21T18:50:52Z,21:24:00,21:24:00,StopPoint:OCETGV INOUI-87391003,8,,1,0,
OCESN8640F174696:2021-02-21T18:50:52Z,17:13:00,17:13:00,StopPoint:OCETGV INOUI-87474007,0,,0,1,
OCESN8640F174696:2021-02-21T18:50:52Z,17:44:00,17:47:00,StopPoint:OCETGV INOUI-87474338,1,,0,0,
OCESN8640F174696:2021-02-21T18:50:52Z,18:13:00,18:16:00,StopPoint:OCETGV INOUI-87473207,2,,0,0,
OCESN8640F174696:2021-02-21T18:50:52Z,18:30:00,18:33:00,StopPoint:OCETGV INOUI-87473009,3,,0,0,
OCESN8640F174696:2021-02-21T18:50:52Z,18:43:00,18:45:00,StopPoint:OCETGV INOUI-87473108,4,,0,0,
OCESN8640F174696:2021-02-21T18:50:52Z,19:25:00,19:35:00,StopPoint:OCETGV INOUI-87471003,5,,0,0,
OCESN8640F174696:2021-02-21T18:50:52Z,21:07:00,21:07:00,StopPoint:OCETGV INOUI-87391003,6,,1,0,
OCESN8640F203293:2021-02-18T19:09:53Z,19:35:00,19:35:00,StopPoint:OCETGV INOUI-87471003,0,,0,1,
OCESN8640F203293:2021-02-18T19:09:53Z,20:00:00,20:03:00,StopPoint:OCETGV INOUI-87478404,1,,0,0,
OCESN8640F203293:2021-02-18T19:09:53Z,21:24:00,21:24:00,StopPoint:OCETGV INOUI-87391003,2,,1,0,
OCESN8640F222333:2021-02-19T13:09:32Z,17:13:00,17:13:00,StopPoint:OCETGV INOUI-87474007,0,,0,1,
OCESN8640F222333:2021-02-19T13:09:32Z,17:43:00,17:46:00,StopPoint:OCETGV INOUI-87474338,1,,0,0,
OCESN8640F222333:2021-02-19T13:09:32Z,18:01:00,18:03:00,StopPoint:OCETGV INOUI-87473181,2,,0,0,
OCESN8640F222333:2021-02-19T13:09:32Z,18:16:00,18:19:00,StopPoint:OCETGV INOUI-87473207,3,,0,0,
OCESN8640F222333:2021-02-19T13:09:32Z,18:33:00,18:36:00,StopPoint:OCETGV INOUI-87473009,4,,0,0,
OCESN8640F222333:2021-02-19T13:09:32Z,18:46:00,18:48:00,StopPoint:OCETGV INOUI-87473108,5,,0,0,
OCESN8640F222333:2021-02-19T13:09:32Z,19:29:00,19:35:00,StopPoint:OCETGV INOUI-87471003,6,,0,0,
OCESN8640F222333:2021-02-19T13:09:32Z,19:59:00,20:02:00,StopPoint:OCETGV INOUI-87478404,7,,0,0,
OCESN8640F222333:2021-02-19T13:09:32Z,21:21:00,21:21:00,StopPoint:OCETGV INOUI-87391003,8,,1,0,
OCESN8640F224741:2021-02-21T18:50:52Z,17:13:00,17:13:00,StopPoint:OCETGV INOUI-87474007,0,,0,1,
OCESN8640F224741:2021-02-21T18:50:52Z,17:44:00,17:47:00,StopPoint:OCETGV INOUI-87474338,1,,0,0,
OCESN8640F224741:2021-02-21T18:50:52Z,18:13:00,18:16:00,StopPoint:OCETGV INOUI-87473207,2,,0,0,
OCESN8640F224741:2021-02-21T18:50:52Z,18:30:00,18:33:00,StopPoint:OCETGV INOUI-87473009,3,,0,0,
OCESN8640F224741:2021-02-21T18:50:52Z,18:43:00,18:45:00,StopPoint:OCETGV INOUI-87473108,4,,0,0,
OCESN8640F224741:2021-02-21T18:50:52Z,19:25:00,19:35:00,StopPoint:OCETGV INOUI-87471003,5,,0,0,
OCESN8640F224741:2021-02-21T18:50:52Z,21:04:00,21:04:00,StopPoint:OCETGV INOUI-87391003,6,,1,0,
OCESN8641F149773:2021-02-19T13:09:32Z,18:49:00,18:49:00,StopPoint:OCETGV-87391003,0,,0,1,
OCESN8641F149773:2021-02-19T13:09:32Z,20:25:00,20:29:00,StopPoint:OCETGV-87471003,1,,0,0,
OCESN8641F149773:2021-02-19T13:09:32Z,21:06:00,21:09:00,StopPoint:OCETGV-87473108,2,,0,0,
OCESN8641F149773:2021-02-19T13:09:32Z,21:19:00,21:22:00,StopPoint:OCETGV-87473009,3,,0,0,
OCESN8641F149773:2021-02-19T13:09:32Z,21:36:00,21:39:00,StopPoint:OCETGV-87473207,4,,0,0,
OCESN8641F149773:2021-02-19T13:09:32Z,21:51:00,21:54:00,StopPoint:OCETGV-87473181,5,,0,0,
OCESN8641F149773:2021-02-19T13:09:32Z,22:09:00,22:11:00,StopPoint:OCETGV-87474338,6,,0,0,
OCESN8641F149773:2021-02-19T13:09:32Z,22:34:00,22:36:00,StopPoint:OCETGV-87474239,7,,0,0,
OCESN8641F149773:2021-02-19T13:09:32Z,22:48:00,22:48:00,StopPoint:OCETGV-87474007,8,,1,0,
OCESN8641F203297:2021-02-21T18:50:52Z,18:49:00,18:49:00,StopPoint:OCETGV-87391003,0,,0,1,
OCESN8641F203297:2021-02-21T18:50:52Z,20:25:00,20:25:00,StopPoint:OCETGV-87471003,1,,1,0,
OCESN8641F218182:2021-02-19T13:09:32Z,18:57:00,18:57:00,StopPoint:OCETGV-87391003,0,,0,1,
OCESN8641F218182:2021-02-19T13:09:32Z,20:25:00,20:29:00,StopPoint:OCETGV-87471003,1,,0,0,
OCESN8641F218182:2021-02-19T13:09:32Z,21:06:00,21:09:00,StopPoint:OCETGV-87473108,2,,0,0,
OCESN8641F218182:2021-02-19T13:09:32Z,21:19:00,21:22:00,StopPoint:OCETGV-87473009,3,,0,0,
OCESN8641F218182:2021-02-19T13:09:32Z,21:36:00,21:39:00,StopPoint:OCETGV-87473207,4,,0,0,
OCESN8641F218182:2021-02-19T13:09:32Z,21:51:00,21:54:00,StopPoint:OCETGV-87473181,5,,0,0,
OCESN8641F218182:2021-02-19T13:09:32Z,22:09:00,22:11:00,StopPoint:OCETGV-87474338,6,,0,0,
OCESN8641F218182:2021-02-19T13:09:32Z,22:34:00,22:36:00,StopPoint:OCETGV-87474239,7,,0,0,
OCESN8641F218182:2021-02-19T13:09:32Z,22:48:00,22:48:00,StopPoint:OCETGV-87474007,8,,1,0,
OCESN8642F123120:2021-02-19T13:09:32Z,17:30:00,17:30:00,StopPoint:OCETGV INOUI-87474007,0,,0,1,
OCESN8642F123120:2021-02-19T13:09:32Z,18:37:00,18:40:00,StopPoint:OCETGV INOUI-87473009,1,,0,0,
OCESN8642F123120:2021-02-19T13:09:32Z,19:29:00,19:35:00,StopPoint:OCETGV INOUI-87471003,2,,0,0,
OCESN8642F123120:2021-02-19T13:09:32Z,21:05:00,21:05:00,StopPoint:OCETGV INOUI-87391003,3,,1,0,
OCESN8642F160005:2021-02-19T13:09:32Z,17:27:00,17:27:00,StopPoint:OCETGV INOUI-87474007,0,,0,1,
OCESN8642F160005:2021-02-19T13:09:32Z,18:36:00,18:39:00,StopPoint:OCETGV INOUI-87473009,1,,0,0,
OCESN8642F160005:2021-02-19T13:09:32Z,19:25:00,19:35:00,StopPoint:OCETGV INOUI-87471003,2,,0,0,
OCESN8642F160005:2021-02-19T13:09:32Z,20:04:00,20:07:00,StopPoint:OCETGV INOUI-87478404,3,,0,0,
OCESN8642F160005:2021-02-19T13:09:32Z,21:17:00,21:17:00,StopPoint:OCETGV INOUI-87391003,4,,1,0,
OCESN8642F171507:2021-02-21T18:50:52Z,17:27:00,17:27:00,StopPoint:OCETGV INOUI-87474007,0,,0,1,
OCESN8642F171507:2021-02-21T18:50:52Z,18:36:00,18:39:00,StopPoint:OCETGV INOUI-87473009,1,,0,0,
OCESN8642F171507:2021-02-21T18:50:52Z,19:25:00,19:35:00,StopPoint:OCETGV INOUI-87471003,2,,0,0,
OCESN8642F171507:2021-02-21T18:50:52Z,20:00:00,20:03:00,StopPoint:OCETGV INOUI-87478404,3,,0,0,
OCESN8642F171507:2021-02-21T18:50:52Z,21:20:00,21:20:00,StopPoint:OCETGV INOUI-87391003,4,,1,0,
OCESN8642F197919:2021-02-19T18:51:30Z,17:27:00,17:27:00,StopPoint:OCETGV INOUI-87474007,0,,0,1,
OCESN8642F197919:2021-02-19T18:51:30Z,18:36:00,18:39:00,StopPoint:OCETGV INOUI-87473009,1,,0,0,
OCESN8642F197919:2021-02-19T18:51:30Z,19:25:00,19:35:00,StopPoint:OCETGV INOUI-87471003,2,,0,0,
OCESN8642F197919:2021-02-19T18:51:30Z,20:04:00,20:07:00,StopPoint:OCETGV INOUI-87478404,3,,0,0,
OCESN8642F197919:2021-02-19T18:51:30Z,21:21:00,21:21:00,StopPoint:OCETGV INOUI-87391003,4,,1,0,
OCESN8642F225975:2021-02-21T18:50:52Z,17:30:00,17:30:00,StopPoint:OCETGV INOUI-87474007,0,,0,1,
OCESN8642F225975:2021-02-21T18:50:52Z,18:37:00,18:40:00,StopPoint:OCETGV INOUI-87473009,1,,0,0,
OCESN8642F225975:2021-02-21T18:50:52Z,19:29:00,19:35:00,StopPoint:OCETGV INOUI-87471003,2,,0,0,
OCESN8642F225975:2021-02-21T18:50:52Z,20:19:00,20:22:00,StopPoint:OCETGV INOUI-87396002,3,,0,0,
OCESN8642F225975:2021-02-21T18:50:52Z,21:30:00,21:30:00,StopPoint:OCETGV INOUI-87391003,4,,1,0,
OCESN8644F163732:2021-02-19T18:51:30Z,18:02:00,18:02:00,StopPoint:OCETGV INOUI-87474007,0,,0,1,
OCESN8644F163732:2021-02-19T18:51:30Z,19:10:00,19:13:00,StopPoint:OCETGV INOUI-87473009,1,,0,0,
OCESN8644F163732:2021-02-19T18:51:30Z,21:28:00,21:28:00,StopPoint:OCETGV INOUI-87391003,2,,1,0,
OCESN8644F224899:2021-02-20T18:50:55Z,18:02:00,18:02:00,StopPoint:OCETGV INOUI-87474007,0,,0,1,
OCESN8644F224899:2021-02-20T18:50:55Z,19:10:00,19:13:00,StopPoint:OCETGV INOUI-87473009,1,,0,0,
OCESN8644F224899:2021-02-20T18:50:55Z,21:26:00,21:26:00,StopPoint:OCETGV INOUI-87391003,2,,1,0,
OCESN8645F150011:2021-02-20T18:50:55Z,19:02:00,19:02:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN8645F150011:2021-02-20T18:50:55Z,21:16:00,21:18:00,StopPoint:OCETGV INOUI-87473009,1,,0,0,
OCESN8645F150011:2021-02-20T18:50:55Z,22:23:00,22:23:00,StopPoint:OCETGV INOUI-87474007,2,,1,0,
OCESN8645F225835:2021-02-21T18:50:52Z,19:10:00,19:10:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN8645F225835:2021-02-21T18:50:52Z,21:16:00,21:18:00,StopPoint:OCETGV INOUI-87473009,1,,0,0,
OCESN8645F225835:2021-02-21T18:50:52Z,22:23:00,22:23:00,StopPoint:OCETGV INOUI-87474007,2,,1,0,
OCESN8646F110137:2021-02-20T18:50:55Z,19:18:00,19:18:00,StopPoint:OCETGV INOUI-87474007,0,,0,1,
OCESN8646F110137:2021-02-20T18:50:55Z,19:48:00,19:51:00,StopPoint:OCETGV INOUI-87474338,1,,0,0,
OCESN8646F110137:2021-02-20T18:50:55Z,20:17:00,20:20:00,StopPoint:OCETGV INOUI-87473207,2,,0,0,
OCESN8646F110137:2021-02-20T18:50:55Z,20:37:00,20:43:00,StopPoint:OCETGV INOUI-87473009,3,,0,0,
OCESN8646F110137:2021-02-20T18:50:55Z,21:31:00,21:35:00,StopPoint:OCETGV INOUI-87471003,4,,0,0,
OCESN8646F110137:2021-02-20T18:50:55Z,23:04:00,23:04:00,StopPoint:OCETGV INOUI-87391003,5,,1,0,
OCESN8646F202517:2021-02-19T18:51:30Z,19:18:00,19:18:00,StopPoint:OCETGV INOUI-87474007,0,,0,1,
OCESN8646F202517:2021-02-19T18:51:30Z,19:48:00,19:51:00,StopPoint:OCETGV INOUI-87474338,1,,0,0,
OCESN8646F202517:2021-02-19T18:51:30Z,20:17:00,20:20:00,StopPoint:OCETGV INOUI-87473207,2,,0,0,
OCESN8646F202517:2021-02-19T18:51:30Z,20:37:00,20:43:00,StopPoint:OCETGV INOUI-87473009,3,,0,0,
OCESN8646F202517:2021-02-19T18:51:30Z,21:31:00,21:35:00,StopPoint:OCETGV INOUI-87471003,4,,0,0,
OCESN8646F202517:2021-02-19T18:51:30Z,23:07:00,23:07:00,StopPoint:OCETGV INOUI-87391003,5,,1,0,
OCESN8646F203311:2021-02-21T18:50:52Z,19:18:00,19:18:00,StopPoint:OCETGV INOUI-87474007,0,,0,1,
OCESN8646F203311:2021-02-21T18:50:52Z,19:48:00,19:51:00,StopPoint:OCETGV INOUI-87474338,1,,0,0,
OCESN8646F203311:2021-02-21T18:50:52Z,20:17:00,20:20:00,StopPoint:OCETGV INOUI-87473207,2,,0,0,
OCESN8646F203311:2021-02-21T18:50:52Z,20:36:00,20:39:00,StopPoint:OCETGV INOUI-87473009,3,,0,0,
OCESN8646F203311:2021-02-21T18:50:52Z,21:25:00,21:35:00,StopPoint:OCETGV INOUI-87471003,4,,0,0,
OCESN8646F203311:2021-02-21T18:50:52Z,23:07:00,23:07:00,StopPoint:OCETGV INOUI-87391003,5,,1,0,
OCESN8646F218207:2021-02-19T13:09:32Z,19:18:00,19:18:00,StopPoint:OCETGV INOUI-87474007,0,,0,1,
OCESN8646F218207:2021-02-19T13:09:32Z,19:48:00,19:51:00,StopPoint:OCETGV INOUI-87474338,1,,0,0,
OCESN8646F218207:2021-02-19T13:09:32Z,20:17:00,20:20:00,StopPoint:OCETGV INOUI-87473207,2,,0,0,
OCESN8646F218207:2021-02-19T13:09:32Z,20:36:00,20:39:00,StopPoint:OCETGV INOUI-87473009,3,,0,0,
OCESN8646F218207:2021-02-19T13:09:32Z,21:25:00,21:35:00,StopPoint:OCETGV INOUI-87471003,4,,0,0,
OCESN8646F218207:2021-02-19T13:09:32Z,23:04:00,23:04:00,StopPoint:OCETGV INOUI-87391003,5,,1,0,
OCESN8649F161616:2021-02-19T13:09:32Z,20:04:00,20:04:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN8649F161616:2021-02-19T13:09:32Z,21:40:00,21:44:00,StopPoint:OCETGV INOUI-87471003,1,,0,0,
OCESN8649F161616:2021-02-19T13:09:32Z,22:20:00,22:22:00,StopPoint:OCETGV INOUI-87473108,2,,0,0,
OCESN8649F161616:2021-02-19T13:09:32Z,22:33:00,22:36:00,StopPoint:OCETGV INOUI-87473009,3,,0,0,
OCESN8649F161616:2021-02-19T13:09:32Z,22:50:00,22:53:00,StopPoint:OCETGV INOUI-87473207,4,,0,0,
OCESN8649F161616:2021-02-19T13:09:32Z,23:05:00,23:08:00,StopPoint:OCETGV INOUI-87473181,5,,0,0,
OCESN8649F161616:2021-02-19T13:09:32Z,23:23:00,23:25:00,StopPoint:OCETGV INOUI-87474338,6,,0,0,
OCESN8649F161616:2021-02-19T13:09:32Z,23:48:00,23:50:00,StopPoint:OCETGV INOUI-87474239,7,,0,0,
OCESN8649F161616:2021-02-19T13:09:32Z,24:02:00,24:02:00,StopPoint:OCETGV INOUI-87474007,8,,1,0,
OCESN8649F225334:2021-02-21T18:50:52Z,19:57:00,19:57:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN8649F225334:2021-02-21T18:50:52Z,21:25:00,21:29:00,StopPoint:OCETGV INOUI-87471003,1,,0,0,
OCESN8649F225334:2021-02-21T18:50:52Z,22:05:00,22:07:00,StopPoint:OCETGV INOUI-87473108,2,,0,0,
OCESN8649F225334:2021-02-21T18:50:52Z,22:18:00,22:21:00,StopPoint:OCETGV INOUI-87473009,3,,0,0,
OCESN8649F225334:2021-02-21T18:50:52Z,22:35:00,22:38:00,StopPoint:OCETGV INOUI-87473207,4,,0,0,
OCESN8649F225334:2021-02-21T18:50:52Z,22:50:00,22:53:00,StopPoint:OCETGV INOUI-87473181,5,,0,0,
OCESN8649F225334:2021-02-21T18:50:52Z,23:08:00,23:10:00,StopPoint:OCETGV INOUI-87474338,6,,0,0,
OCESN8649F225334:2021-02-21T18:50:52Z,23:33:00,23:35:00,StopPoint:OCETGV INOUI-87474239,7,,0,0,
OCESN8649F225334:2021-02-21T18:50:52Z,23:47:00,23:47:00,StopPoint:OCETGV INOUI-87474007,8,,1,0,
OCESN8651F100415:2021-02-18T19:09:53Z,19:49:00,19:49:00,StopPoint:OCETGV-87391003,0,,0,1,
OCESN8651F100415:2021-02-18T19:09:53Z,21:25:00,21:29:00,StopPoint:OCETGV-87471003,1,,0,0,
OCESN8651F100415:2021-02-18T19:09:53Z,22:14:00,22:17:00,StopPoint:OCETGV-87473009,2,,0,0,
OCESN8651F100415:2021-02-18T19:09:53Z,22:31:00,22:34:00,StopPoint:OCETGV-87473207,3,,0,0,
OCESN8651F100415:2021-02-18T19:09:53Z,23:00:00,23:02:00,StopPoint:OCETGV-87474338,4,,0,0,
OCESN8651F100415:2021-02-18T19:09:53Z,23:35:00,23:35:00,StopPoint:OCETGV-87474007,5,,1,0,
OCESN8651F148208:2021-02-19T13:09:32Z,19:49:00,19:49:00,StopPoint:OCETGV-87391003,0,,0,1,
OCESN8651F148208:2021-02-19T13:09:32Z,21:25:00,21:29:00,StopPoint:OCETGV-87471003,1,,0,0,
OCESN8651F148208:2021-02-19T13:09:32Z,22:14:00,22:14:00,StopPoint:OCETGV-87473009,2,,1,0,
OCESN8652F100389:2021-02-21T18:50:52Z,20:13:00,20:13:00,StopPoint:OCETGV INOUI-87474007,0,,0,1,
OCESN8652F100389:2021-02-21T18:50:52Z,20:45:00,20:48:00,StopPoint:OCETGV INOUI-87474338,1,,0,0,
OCESN8652F100389:2021-02-21T18:50:52Z,21:14:00,21:17:00,StopPoint:OCETGV INOUI-87473207,2,,0,0,
OCESN8652F100389:2021-02-21T18:50:52Z,21:31:00,21:34:00,StopPoint:OCETGV INOUI-87473009,3,,0,0,
OCESN8652F100389:2021-02-21T18:50:52Z,21:44:00,21:46:00,StopPoint:OCETGV INOUI-87473108,4,,0,0,
OCESN8652F100389:2021-02-21T18:50:52Z,22:25:00,22:35:00,StopPoint:OCETGV INOUI-87471003,5,,0,0,
OCESN8652F100389:2021-02-21T18:50:52Z,24:07:00,24:07:00,StopPoint:OCETGV INOUI-87391003,6,,1,0,
OCESN8652F218507:2021-02-19T13:09:32Z,20:13:00,20:13:00,StopPoint:OCETGV INOUI-87474007,0,,0,1,
OCESN8652F218507:2021-02-19T13:09:32Z,20:45:00,20:48:00,StopPoint:OCETGV INOUI-87474338,1,,0,0,
OCESN8652F218507:2021-02-19T13:09:32Z,21:14:00,21:17:00,StopPoint:OCETGV INOUI-87473207,2,,0,0,
OCESN8652F218507:2021-02-19T13:09:32Z,21:31:00,21:34:00,StopPoint:OCETGV INOUI-87473009,3,,0,0,
OCESN8652F218507:2021-02-19T13:09:32Z,21:44:00,21:46:00,StopPoint:OCETGV INOUI-87473108,4,,0,0,
OCESN8652F218507:2021-02-19T13:09:32Z,22:25:00,22:35:00,StopPoint:OCETGV INOUI-87471003,5,,0,0,
OCESN8652F218507:2021-02-19T13:09:32Z,24:04:00,24:04:00,StopPoint:OCETGV INOUI-87391003,6,,1,0,
OCESN8655F122801:2021-02-21T18:50:52Z,20:49:00,20:49:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN8655F122801:2021-02-21T18:50:52Z,22:25:00,22:29:00,StopPoint:OCETGV INOUI-87471003,1,,0,0,
OCESN8655F122801:2021-02-21T18:50:52Z,23:14:00,23:17:00,StopPoint:OCETGV INOUI-87473009,2,,0,0,
OCESN8655F122801:2021-02-21T18:50:52Z,23:31:00,23:34:00,StopPoint:OCETGV INOUI-87473207,3,,0,0,
OCESN8655F122801:2021-02-21T18:50:52Z,24:00:00,24:02:00,StopPoint:OCETGV INOUI-87474338,4,,0,0,
OCESN8655F122801:2021-02-21T18:50:52Z,24:35:00,24:35:00,StopPoint:OCETGV INOUI-87474007,5,,1,0,
OCESN8657F226076:2021-02-21T18:50:52Z,23:59:00,23:59:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN8657F226076:2021-02-21T18:50:52Z,28:20:00,28:23:00,StopPoint:OCETGV INOUI-87473009,1,,0,0,
OCESN8657F226076:2021-02-21T18:50:52Z,28:38:00,28:40:00,StopPoint:OCETGV INOUI-87473207,2,,0,0,
OCESN8657F226076:2021-02-21T18:50:52Z,29:13:00,29:16:00,StopPoint:OCETGV INOUI-87474338,3,,0,0,
OCESN8657F226076:2021-02-21T18:50:52Z,29:38:00,29:40:00,StopPoint:OCETGV INOUI-87474239,4,,0,0,
OCESN8657F226076:2021-02-21T18:50:52Z,29:52:00,29:52:00,StopPoint:OCETGV INOUI-87474007,5,,1,0,
OCESN866F115678:2021-02-21T18:50:52Z,18:49:00,18:49:00,StopPoint:OCETGV-87747006,0,,0,1,
OCESN866F115678:2021-02-21T18:50:52Z,21:50:00,21:50:00,StopPoint:OCETGV-87686006,1,,1,0,
OCESN8680F122186:2021-02-21T18:50:52Z,05:39:00,05:39:00,StopPoint:OCETGV INOUI-87473009,0,,0,1,
OCESN8680F122186:2021-02-21T18:50:52Z,05:49:00,05:51:00,StopPoint:OCETGV INOUI-87473108,1,,0,0,
OCESN8680F122186:2021-02-21T18:50:52Z,06:29:00,06:35:00,StopPoint:OCETGV INOUI-87471003,2,,0,0,
OCESN8680F122186:2021-02-21T18:50:52Z,07:01:00,07:04:00,StopPoint:OCETGV INOUI-87478404,3,,0,0,
OCESN8680F122186:2021-02-21T18:50:52Z,08:20:00,08:20:00,StopPoint:OCETGV INOUI-87391003,4,,1,0,
OCESN8680F205629:2021-02-21T18:50:52Z,05:39:00,05:39:00,StopPoint:OCETGV INOUI-87473009,0,,0,1,
OCESN8680F205629:2021-02-21T18:50:52Z,05:49:00,05:51:00,StopPoint:OCETGV INOUI-87473108,1,,0,0,
OCESN8680F205629:2021-02-21T18:50:52Z,06:29:00,06:35:00,StopPoint:OCETGV INOUI-87471003,2,,0,0,
OCESN8680F205629:2021-02-21T18:50:52Z,07:00:00,07:03:00,StopPoint:OCETGV INOUI-87478404,3,,0,0,
OCESN8680F205629:2021-02-21T18:50:52Z,08:16:00,08:16:00,StopPoint:OCETGV INOUI-87391003,4,,1,0,
OCESN8681F203491:2021-02-21T18:50:52Z,12:06:00,12:06:00,StopPoint:OCETGV-87391003,0,,0,1,
OCESN8681F203491:2021-02-21T18:50:52Z,13:08:00,13:11:00,StopPoint:OCETGV-87396002,1,,0,0,
OCESN8681F203491:2021-02-21T18:50:52Z,13:39:00,13:42:00,StopPoint:OCETGV-87478404,2,,0,0,
OCESN8681F203491:2021-02-21T18:50:52Z,14:06:00,14:10:00,StopPoint:OCETGV-87471003,3,,0,0,
OCESN8681F203491:2021-02-21T18:50:52Z,14:56:00,14:56:00,StopPoint:OCETGV-87473009,4,,1,0,
OCESN8681F218346:2021-02-20T18:50:55Z,12:14:00,12:14:00,StopPoint:OCETGV-87391003,0,,0,1,
OCESN8681F218346:2021-02-20T18:50:55Z,13:14:00,13:17:00,StopPoint:OCETGV-87396002,1,,0,0,
OCESN8681F218346:2021-02-20T18:50:55Z,13:44:00,13:47:00,StopPoint:OCETGV-87478404,2,,0,0,
OCESN8681F218346:2021-02-20T18:50:55Z,14:13:00,14:26:00,StopPoint:OCETGV-87471003,3,,0,0,
OCESN8681F218346:2021-02-20T18:50:55Z,15:10:00,15:10:00,StopPoint:OCETGV-87473009,4,,1,0,
OCESN8682F160289:2021-02-21T18:50:52Z,15:33:00,15:33:00,StopPoint:OCETGV-87473009,0,,0,1,
OCESN8682F160289:2021-02-21T18:50:52Z,15:43:00,15:45:00,StopPoint:OCETGV-87473108,1,,0,0,
OCESN8682F160289:2021-02-21T18:50:52Z,16:25:00,16:35:00,StopPoint:OCETGV-87471003,2,,0,0,
OCESN8682F160289:2021-02-21T18:50:52Z,18:08:00,18:08:00,StopPoint:OCETGV-87391003,3,,1,0,
OCESN8682F218534:2021-02-20T18:50:55Z,15:33:00,15:33:00,StopPoint:OCETGV-87473009,0,,0,1,
OCESN8682F218534:2021-02-20T18:50:55Z,15:43:00,15:45:00,StopPoint:OCETGV-87473108,1,,0,0,
OCESN8682F218534:2021-02-20T18:50:55Z,16:25:00,16:35:00,StopPoint:OCETGV-87471003,2,,0,0,
OCESN8682F218534:2021-02-20T18:50:55Z,18:04:00,18:04:00,StopPoint:OCETGV-87391003,3,,1,0,
OCESN8685F99774:2021-02-21T18:50:52Z,17:02:00,17:02:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN8685F99774:2021-02-21T18:50:52Z,18:08:00,18:11:00,StopPoint:OCETGV INOUI-87396002,1,,0,0,
OCESN8685F99774:2021-02-21T18:50:52Z,18:39:00,18:42:00,StopPoint:OCETGV INOUI-87478404,2,,0,0,
OCESN8685F99774:2021-02-21T18:50:52Z,19:07:00,19:11:00,StopPoint:OCETGV INOUI-87471003,3,,0,0,
OCESN8685F99774:2021-02-21T18:50:52Z,19:58:00,19:58:00,StopPoint:OCETGV INOUI-87473009,4,,1,0,
OCESN8685F122023:2021-02-21T18:50:52Z,17:07:00,17:07:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN8685F122023:2021-02-21T18:50:52Z,18:08:00,18:11:00,StopPoint:OCETGV INOUI-87396002,1,,0,0,
OCESN8685F122023:2021-02-21T18:50:52Z,18:39:00,18:42:00,StopPoint:OCETGV INOUI-87478404,2,,0,0,
OCESN8685F122023:2021-02-21T18:50:52Z,19:07:00,19:11:00,StopPoint:OCETGV INOUI-87471003,3,,0,0,
OCESN8685F122023:2021-02-21T18:50:52Z,19:58:00,19:58:00,StopPoint:OCETGV INOUI-87473009,4,,1,0,
OCESN8689F121959:2021-02-19T18:51:30Z,20:09:00,20:09:00,StopPoint:OCETGV INOUI-87391003,0,,0,1,
OCESN8689F121959:2021-02-19T18:51:30Z,21:08:00,21:11:00,StopPoint:OCETGV INOUI-87396002,1,,0,0,
OCESN8689F121959:2021-02-19T18:51:30Z,21:40:00,21:43:00,StopPoint:OCETGV INOUI-87478404,2,,0,0,
OCESN8689F121959:2021-02-19T18:51:30Z,22:01:00,22:03:00,StopPoint:OCETGV INOUI-87471508,3,,0,0,
OCESN8689F121959:2021-02-19T18:51:30Z,22:24:00,22:28:00,StopPoint:OCETGV INOUI-87471003,4,,0,0,
